GameID,TeamID,PlayerID
G20,B4,11
G20,B4,17
G20,B4,19
G20,B4,20
G20,B4,23
G20,B2,1
G20,B2,2
G20,B2,3
G20,B2,5
G20,B2,6
G20,B2,11
G20,B2,15
G20,B2,18
G20,B2,19
G20,B2,21
G20,B2,22
G21,C4,1
G21,C4,4
G21,C4,6
G21,C4,8
G21,C4,9
G21,C4,10
G21,C4,14
G21,C4,17
G21,C4,19
G21,C4,20
G21,C4,23
G21,C2,1
G21,C2,5
G21,C2,7
G21,C2,10
G21,C2,11
G21,C2,13
G21,C2,15
G21,C2,16
G21,C2,19
G21,C2,20
G21,C2,23
G22,C1,1
G22,C1,2
G22,C1,4
G22,C1,5
G22,C1,6
G22,C1,7
G22,C1,9
G22,C1,10
G22,C1,13
G22,C1,14
G22,C1,21
G22,C3,1
G22,C3,2
G22,C3,6
G22,C3,8
G22,C3,9
G22,C3,15
G22,C3,17
G22,C3,18
G22,C3,19
G22,C3,20
G22,C3,23
G23,D1,23
G23,D1,2
G23,D1,3
G23,D1,8
G23,D1,10
G23,D1,13
G23,D1,14
G23,D1,15
G23,D1,17
G23,D1,18
G23,D1,19
G23,D3,23
G23,D3,2
G23,D3,3
G23,D3,4
G23,D3,6
G23,D3,7
G23,D3,10
G23,D3,11
G23,D3,17
G23,D3,18
G23,D3,21
G24,E1,1
G24,E1,2
G24,E1,3
G24,E1,5
G24,E1,9
G24,E1,10
G24,E1,11
G24,E1,12
G24,E1,15
G24,E1,19
G24,E1,22
G24,E3,1
G24,E3,2
G24,E3,3
G24,E3,5
G24,E3,6
G24,E3,8
G24,E3,10
G24,E3,11
G24,E3,16
G24,E3,20
G24,E3,21
G25,D4,23
G25,D4,2
G25,D4,4
G25,D4,5
G25,D4,6
G25,D4,7
G25,D4,8
G25,D4,10
G25,D4,11
G25,D4,14
G25,D4,22
G25,D2,1
G25,D2,2
G25,D2,6
G25,D2,8
G25,D2,10
G25,D2,11
G25,D2,14
G25,D2,17
G25,D2,18
G25,D2,19
G25,D2,22
G26,E4,1
G26,E4,3
G26,E4,4
G26,E4,6
G26,E4,9
G26,E4,10
G26,E4,11
G26,E4,15
G26,E4,17
G26,E4,20
G26,E4,21
G26,E2,1
G26,E2,2
G26,E2,5
G26,E2,9
G26,E2,10
G26,E2,11
G26,E2,13
G26,E2,14
G26,E2,15
G26,E2,22
G26,E2,23
G27,G1,1
G27,G1,2
G27,G1,5
G27,G1,6
G27,G1,7
G27,G1,9
G27,G1,10
G27,G1,11
G27,G1,14
G27,G1,15
G27,G1,20
G27,G3,1
G27,G3,2
G27,G3,4
G27,G3,7
G27,G3,8
G27,G3,9
G27,G3,10
G27,G3,11
G27,G3,12
G27,G3,13
G27,G3,17
G28,F4,23
G28,F4,2
G28,F4,7
G28,F4,8
G28,F4,11
G28,F4,12
G28,F4,16
G28,F4,17
G28,F4,18
G28,F4,19
G28,F4,20
G28,F2,13
G28,F2,3
G28,F2,7
G28,F2,11
G28,F2,14
G28,F2,15
G28,F2,16
G28,F2,18
G28,F2,21
G28,F2,22
G28,F2,23
G29,F1,1
G29,F1,3
G29,F1,7
G29,F1,8
G29,F1,9
G29,F1,11
G29,F1,13
G29,F1,16
G29,F1,17
G29,F1,18
G29,F1,19
G29,F3,1
G29,F3,2
G29,F3,3
G29,F3,4
G29,F3,6
G29,F3,7
G29,F3,8
G29,F3,9
G29,F3,10
G29,F3,17
G29,F3,20
G30,G4,1
G30,G4,2
G30,G4,5
G30,G4,6
G30,G4,7
G30,G4,8
G30,G4,9
G30,G4,10
G30,G4,12
G30,G4,18
G30,G4,21
G30,G2,1
G30,G2,2
G30,G2,4
G30,G2,5
G30,G2,6
G30,G2,7
G30,G2,8
G30,G2,11
G30,G2,15
G30,G2,20
G30,G2,21
G31,H4,1
G31,H4,3
G31,H4,5
G31,H4,7
G31,H4,8
G31,H4,10
G31,H4,14
G31,H4,15
G31,H4,17
G31,H4,19
G31,H4,22
G31,H2,16
G31,H2,3
G31,H2,5
G31,H2,6
G31,H2,10
G31,H2,12
G31,H2,13
G31,H2,17
G31,H2,18
G31,H2,19
G31,H2,22
G32,H1,1
G32,H1,2
G32,H1,5
G32,H1,6
G32,H1,9
G32,H1,10
G32,H1,13
G32,H1,18
G32,H1,19
G32,H1,20
G32,H1,23
G32,H3,1
G32,H3,4
G32,H3,5
G32,H3,8
G32,H3,9
G32,H3,10
G32,H3,11
G32,H3,13
G32,H3,17
G32,H3,20
G32,H3,23
G33,A4,1
G33,A4,3
G33,A4,6
G33,A4,8
G33,A4,9
G33,A4,14
G33,A4,15
G33,A4,17
G33,A4,19
G33,A4,21
G33,A4,22
G33,A1,1
G33,A1,3
G33,A1,4
G33,A1,6
G33,A1,8
G33,A1,11
G33,A1,13
G33,A1,15
G33,A1,19
G33,A1,22
G33,A1,23
G34,A2,21
G34,A2,3
G34,A2,6
G34,A2,7
G34,A2,9
G34,A2,13
G34,A2,14
G34,A2,16
G34,A2,18
G34,A2,19
G34,A2,23
G34,A3,1
G34,A3,2
G34,A3,6
G34,A3,7
G34,A3,8
G34,A3,9
G34,A3,10
G34,A3,13
G34,A3,17
G34,A3,19
G34,A3,21
G35,B2,1
G35,B2,2
G35,B2,3
G35,B2,5
G35,B2,6
G35,B2,10
G35,B2,15
G35,B2,18
G35,B2,19
G35,B2,21
G35,B2,22
G35,B3,12
G35,B3,2
G35,B3,4
G35,B3,6
G35,B3,7
G35,B3,8
G35,B3,10
G35,B3,13
G35,B3,14
G35,B3,16
G35,B3,17
G36,B4,1
G36,B4,3
G36,B4,6
G36,B4,8
G36,B4,9
G36,B4,11
G36,B4,17
G36,B4,18
G36,B4,19
G36,B4,20
G36,B4,23
G36,B1,1
G36,B1,3
G36,B1,5
G36,B1,6
G36,B1,7
G36,B1,9
G36,B1,10
G36,B1,14
G36,B1,20
G36,B1,21
G36,B1,23
G37,C2,1
G37,C2,5
G37,C2,7
G37,C2,9
G37,C2,10
G37,C2,13
G37,C2,15
G37,C2,16
G37,C2,19
G37,C2,20
G37,C2,23
G37,C3,1
G37,C3,4
G37,C3,6
G37,C3,8
G37,C3,9
G37,C3,13
G37,C3,15
G37,C3,17
G37,C3,18
G37,C3,19
G37,C3,20
G38,C4,1
G38,C4,4
G38,C4,6
G38,C4,8
G38,C4,10
G38,C4,11
G38,C4,13
G38,C4,14
G38,C4,17
G38,C4,21
G38,C4,23
G38,C1,16
G38,C1,3
G38,C1,4
G38,C1,7
G38,C1,8
G38,C1,9
G38,C1,11
G38,C1,13
G38,C1,15
G38,C1,19
G38,C1,21
G39,D4,23
G39,D4,2
G39,D4,4
G39,D4,5
G39,D4,6
G39,D4,7
G39,D4,8
G39,D4,10
G39,D4,11
G39,D4,14
G39,D4,22
G39,D1,12
G39,D1,2
G39,D1,3
G39,D1,7
G39,D1,9
G39,D1,10
G39,D1,11
G39,D1,14
G39,D1,15
G39,D1,16
G39,D1,17
G40,D2,1
G40,D2,2
G40,D2,5
G40,D2,6
G40,D2,7
G40,D2,8
G40,D2,10
G40,D2,11
G40,D2,17
G40,D2,18
G40,D2,20
G40,D3,12
G40,D3,4
G40,D3,5
G40,D3,8
G40,D3,9
G40,D3,10
G40,D3,13
G40,D3,15
G40,D3,19
G40,D3,20
G40,D3,22
G41,F4,23
G41,F4,2
G41,F4,5
G41,F4,7
G41,F4,13
G41,F4,14
G41,F4,15
G41,F4,17
G41,F4,18
G41,F4,19
G41,F4,20
G41,F1,1
G41,F1,3
G41,F1,5
G41,F1,6
G41,F1,8
G41,F1,9
G41,F1,10
G41,F1,11
G41,F1,14
G41,F1,15
G41,F1,18
G42,F2,13
G42,F2,3
G42,F2,7
G42,F2,11
G42,F2,14
G42,F2,15
G42,F2,16
G42,F2,18
G42,F2,21
G42,F2,22
G42,F2,23
G42,F3,1
G42,F3,2
G42,F3,3
G42,F3,4
G42,F3,6
G42,F3,7
G42,F3,8
G42,F3,9
G42,F3,10
G42,F3,17
G42,F3,20
G43,E4,1
G43,E4,2
G43,E4,9
G43,E4,10
G43,E4,11
G43,E4,13
G43,E4,15
G43,E4,17
G43,E4,20
G43,E4,21
G43,E4,22
G43,E1,1
G43,E1,2
G43,E1,3
G43,E1,5
G43,E1,9
G43,E1,10
G43,E1,11
G43,E1,12
G43,E1,15
G43,E1,19
G43,E1,22
G44,E2,1
G44,E2,2
G44,E2,5
G44,E2,7
G44,E2,10
G44,E2,11
G44,E2,13
G44,E2,15
G44,E2,18
G44,E2,22
G44,E2,23
G44,E3,1
G44,E3,2
G44,E3,3
G44,E3,5
G44,E3,8
G44,E3,9
G44,E3,10
G44,E3,12
G44,E3,16
G44,E3,19
G44,E3,20
G45,H4,1
G45,H4,5
G45,H4,7
G45,H4,9
G45,H4,11
G45,H4,13
G45,H4,16
G45,H4,19
G45,H4,20
G45,H4,21
G45,H1,22
G45,H1,22
G45,H1,3
G45,H1,5
G45,H1,6
G45,H1,9
G45,H1,10
G45,H1,11
G45,H1,15
G45,H1,18
G45,H1,19
G45,H1,21
G46,H2,16
G46,H2,3
G46,H2,5
G46,H2,6
G46,H2,8
G46,H2,10
G46,H2,12
G46,H2,18
G46,H2,19
G46,H2,20
G46,H2,21
G46,H3,1
G46,H3,4
G46,H3,6
G46,H3,9
G46,H3,10
G46,H3,11
G46,H3,13
G46,H3,15
G46,H3,17
G46,H3,20
G46,H3,23
G47,G2,1
G47,G2,4
G47,G2,5
G47,G2,6
G47,G2,8
G47,G2,9
G47,G2,13
G47,G2,17
G47,G2,19
G47,G2,20
G47,G2,21
G47,G3,16
G47,G3,4
G47,G3,5
G47,G3,6
G47,G3,8
G47,G3,10
G47,G3,13
G47,G3,17
G47,G3,20
G47,G3,21
G47,G3,23
G48,G4,1
G48,G4,3
G48,G4,4
G48,G4,5
G48,G4,11
G48,G4,15
G48,G4,16
G48,G4,17
G48,G4,19
G48,G4,21
G48,G4,22
G48,G1,1
G48,G1,3
G48,G1,8
G48,G1,16
G48,G1,17
G48,G1,18
G48,G1,19
G48,G1,20
G48,G1,21
G48,G1,22
G48,G1,23
G49,A4,1
G49,A4,2
G49,A4,3
G49,A4,6
G49,A4,8
G49,A4,9
G49,A4,14
G49,A4,15
G49,A4,17
G49,A4,21
G49,A4,22
G49,B1,1
G49,B1,3
G49,B1,5
G49,B1,6
G49,B1,7
G49,B1,10
G49,B1,11
G49,B1,14
G49,B1,15
G49,B1,17
G49,B1,23
G50,C1,1
G50,C1,2
G50,C1,4
G50,C1,5
G50,C1,6
G50,C1,7
G50,C1,9
G50,C1,10
G50,C1,13
G50,C1,14
G50,C1,21
G50,D1,12
G50,D1,2
G50,D1,3
G50,D1,7
G50,D1,10
G50,D1,11
G50,D1,14
G50,D1,15
G50,D1,16
G50,D1,17
G50,D1,22
G51,B2,1
G51,B2,3
G51,B2,4
G51,B2,5
G51,B2,8
G51,B2,15
G51,B2,18
G51,B2,19
G51,B2,20
G51,B2,21
G51,B2,22
G51,A1,1
G51,A1,2
G51,A1,3
G51,A1,4
G51,A1,7
G51,A1,11
G51,A1,13
G51,A1,17
G51,A1,18
G51,A1,19
G51,A1,22
G52,D3,23
G52,D3,2
G52,D3,3
G52,D3,4
G52,D3,6
G52,D3,7
G52,D3,10
G52,D3,11
G52,D3,17
G52,D3,18
G52,D3,21
G52,C4,1
G52,C4,4
G52,C4,5
G52,C4,6
G52,C4,8
G52,C4,10
G52,C4,11
G52,C4,13
G52,C4,14
G52,C4,20
G52,C4,21
G53,E1,1
G53,E1,2
G53,E1,3
G53,E1,5
G53,E1,6
G53,E1,9
G53,E1,10
G53,E1,11
G53,E1,15
G53,E1,19
G53,E1,22
G53,F2,13
G53,F2,2
G53,F2,3
G53,F2,4
G53,F2,11
G53,F2,14
G53,F2,16
G53,F2,18
G53,F2,21
G53,F2,22
G53,F2,23
G54,G1,1
G54,G1,2
G54,G1,4
G54,G1,5
G54,G1,6
G54,G1,7
G54,G1,9
G54,G1,10
G54,G1,11
G54,G1,14
G54,G1,15
G54,H4,1
G54,H4,3
G54,H4,5
G54,H4,7
G54,H4,8
G54,H4,10
G54,H4,14
G54,H4,15
G54,H4,17
G54,H4,19
G54,H4,22
G55,F3,1
G55,F3,2
G55,F3,3
G55,F3,4
G55,F3,6
G55,F3,8
G55,F3,9
G55,F3,10
G55,F3,13
G55,F3,17
G55,F3,20
G55,E2,1
G55,E2,5
G55,E2,6
G55,E2,10
G55,E2,11
G55,E2,13
G55,E2,14
G55,E2,15
G55,E2,19
G55,E2,20
G55,E2,23
G56,H3,1
G56,H3,4
G56,H3,5
G56,H3,6
G56,H3,9
G56,H3,11
G56,H3,13
G56,H3,16
G56,H3,17
G56,H3,20
G56,H3,23
G56,G4,1
G56,G4,2
G56,G4,5
G56,G4,6
G56,G4,7
G56,G4,8
G56,G4,9
G56,G4,10
G56,G4,12
G56,G4,18
G56,G4,20
G57,A4,1
G57,A4,2
G57,A4,3
G57,A4,6
G57,A4,8
G57,A4,9
G57,A4,11
G57,A4,14
G57,A4,15
G57,A4,17
G57,A4,22
G57,C1,1
G57,C1,2
G57,C1,4
G57,C1,5
G57,C1,6
G57,C1,7
G57,C1,9
G57,C1,10
G57,C1,12
G57,C1,13
G57,C1,21
G58,E1,1
G58,E1,2
G58,E1,3
G58,E1,9
G58,E1,10
G58,E1,11
G58,E1,12
G58,E1,15
G58,E1,17
G58,E1,19
G58,E1,22
G58,G1,1
G58,G1,2
G58,G1,4
G58,G1,5
G58,G1,6
G58,G1,7
G58,G1,8
G58,G1,9
G58,G1,10
G58,G1,15
G58,G1,22
G59,A1,1
G59,A1,2
G59,A1,3
G59,A1,4
G59,A1,6
G59,A1,7
G59,A1,11
G59,A1,13
G59,A1,17
G59,A1,19
G59,A1,22
G59,D3,23
G59,D3,2
G59,D3,3
G59,D3,4
G59,D3,6
G59,D3,7
G59,D3,9
G59,D3,10
G59,D3,17
G59,D3,18
G59,D3,21
G60,F3,1
G60,F3,3
G60,F3,4
G60,F3,6
G60,F3,7
G60,F3,8
G60,F3,9
G60,F3,10
G60,F3,16
G60,F3,17
G60,F3,20
G60,G4,1
G60,G4,2
G60,G4,5
G60,G4,6
G60,G4,7
G60,G4,8
G60,G4,9
G60,G4,10
G60,G4,12
G60,G4,18
G60,G4,20
G61,C1,1
G61,C1,2
G61,C1,4
G61,C1,5
G61,C1,6
G61,C1,7
G61,C1,9
G61,C1,10
G61,C1,13
G61,C1,14
G61,C1,21
G61,G1,1
G61,G1,2
G61,G1,4
G61,G1,5
G61,G1,6
G61,G1,7
G61,G1,8
G61,G1,9
G61,G1,10
G61,G1,19
G61,G1,22
G62,D3,23
G62,D3,2
G62,D3,3
G62,D3,4
G62,D3,6
G62,D3,7
G62,D3,10
G62,D3,11
G62,D3,17
G62,D3,18
G62,D3,21
G62,G4,1
G62,G4,2
G62,G4,5
G62,G4,6
G62,G4,7
G62,G4,8
G62,G4,9
G62,G4,10
G62,G4,12
G62,G4,18
G62,G4,20
G63,G1,1
G63,G1,2
G63,G1,4
G63,G1,5
G63,G1,6
G63,G1,7
G63,G1,9
G63,G1,10
G63,G1,15
G63,G1,17
G63,G1,22
G63,G4,1
G63,G4,3
G63,G4,4
G63,G4,5
G63,G4,6
G63,G4,9
G63,G4,10
G63,G4,12
G63,G4,16
G63,G4,17
G63,G4,21
G64,C1,1
G64,C1,2
G64,C1,4
G64,C1,5
G64,C1,6
G64,C1,7
G64,C1,9
G64,C1,10
G64,C1,13
G64,C1,14
G64,C1,21
G64,D3,23
G64,D3,2
G64,D3,3
G64,D3,4
G64,D3,6
G64,D3,7
G64,D3,10
G64,D3,11
G64,D3,17
G64,D3,18
G64,D3,21
